Program;Year;Period;Week Ending;Geo Level;State;State ISO;State ANSI;Ag District;Ag District Code;County;County ANSI;Zip Code;Region;watershed_code;Watershed;Commodity;Data Item;Domain;Domain Category;Value;Value in Kg per Acre;CV (%)
SURVEY;2012;YEAR;;STATE;NEW YORK;NY;36;;;;;;;0;;STRAWBERRIES;STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE;TOTAL;NOT SPECIFIED;23;1043;
SURVEY;2012;YEAR;;STATE;NORTH CAROLINA;NC;37;;;;;;;0;;STRAWBERRIES;STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE;TOTAL;NOT SPECIFIED;135;6124;
SURVEY;2012;YEAR;;STATE;OHIO;OH;39;;;;;;;0;;STRAWBERRIES;STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE;TOTAL;NOT SPECIFIED;42;1905;
SURVEY;2012;YEAR;;STATE;OREGON;OR;41;;;;;;;0;;STRAWBERRIES;STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE;TOTAL;NOT SPECIFIED;105;4763;
SURVEY;2012;YEAR;;STATE;PENNSYLVANIA;PA;42;;;;;;;0;;STRAWBERRIES;STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE;TOTAL;NOT SPECIFIED;51;2313;
SURVEY;2012;YEAR;;STATE;WASHINGTON;WA;53;;;;;;;0;;STRAWBERRIES;STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE;TOTAL;NOT SPECIFIED;79;3583;
SURVEY;2012;YEAR;;STATE;WISCONSIN;WI;55;;;;;;;0;;STRAWBERRIES;STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE;TOTAL;NOT SPECIFIED;51;2313;
SURVEY;2013;YEAR;;STATE;CALIFORNIA;CA;6;;;;;;;0;;STRAWBERRIES;STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE;TOTAL;NOT SPECIFIED;665;30164;
SURVEY;2013;YEAR;;STATE;FLORIDA;FL;12;;;;;;;0;;STRAWBERRIES;STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE;TOTAL;NOT SPECIFIED;220;9979;
SURVEY;2013;YEAR;;STATE;MICHIGAN;MI;26;;;;;;;0;;STRAWBERRIES;STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE;TOTAL;NOT SPECIFIED;59;2676;
SURVEY;2013;YEAR;;STATE;NEW YORK;NY;36;;;;;;;0;;STRAWBERRIES;STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE;TOTAL;NOT SPECIFIED;27;1225;
SURVEY;2013;YEAR;;STATE;NORTH CAROLINA;NC;37;;;;;;;0;;STRAWBERRIES;STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE;TOTAL;NOT SPECIFIED;100;4536;
SURVEY;2013;YEAR;;STATE;OHIO;OH;39;;;;;;;0;;STRAWBERRIES;STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE;TOTAL;NOT SPECIFIED;49;2223;
SURVEY;2013;YEAR;;STATE;OREGON;OR;41;;;;;;;0;;STRAWBERRIES;STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE;TOTAL;NOT SPECIFIED;98;4445;
SURVEY;2013;YEAR;;STATE;PENNSYLVANIA;PA;42;;;;;;;0;;STRAWBERRIES;STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE;TOTAL;NOT SPECIFIED;54;2449;
SURVEY;2013;YEAR;;STATE;WASHINGTON;WA;53;;;;;;;0;;STRAWBERRIES;STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE;TOTAL;NOT SPECIFIED;79;3583;
SURVEY;2013;YEAR;;STATE;WISCONSIN;WI;55;;;;;;;0;;STRAWBERRIES;STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE;TOTAL;NOT SPECIFIED;54;2449;
SURVEY;2014;YEAR;;STATE;CALIFORNIA;CA;6;;;;;;;0;;STRAWBERRIES;STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE;TOTAL;NOT SPECIFIED;665;30164;
SURVEY;2014;YEAR;;STATE;FLORIDA;FL;12;;;;;;;0;;STRAWBERRIES;STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE;TOTAL;NOT SPECIFIED;190;8618;
SURVEY;2014;YEAR;;STATE;MICHIGAN;MI;26;;;;;;;0;;STRAWBERRIES;STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE;TOTAL;NOT SPECIFIED;60;2722;
SURVEY;2014;YEAR;;STATE;NEW YORK;NY;36;;;;;;;0;;STRAWBERRIES;STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE;TOTAL;NOT SPECIFIED;32;1452;
SURVEY;2014;YEAR;;STATE;NORTH CAROLINA;NC;37;;;;;;;0;;STRAWBERRIES;STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE;TOTAL;NOT SPECIFIED;140;6350;
SURVEY;2014;YEAR;;STATE;OHIO;OH;39;;;;;;;0;;STRAWBERRIES;STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE;TOTAL;NOT SPECIFIED;38;1724;
SURVEY;2014;YEAR;;STATE;OREGON;OR;41;;;;;;;0;;STRAWBERRIES;STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE;TOTAL;NOT SPECIFIED;91;4128;
SURVEY;2014;YEAR;;STATE;PENNSYLVANIA;PA;42;;;;;;;0;;STRAWBERRIES;STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE;TOTAL;NOT SPECIFIED;45;2041;
SURVEY;2014;YEAR;;STATE;WASHINGTON;WA;53;;;;;;;0;;STRAWBERRIES;STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE;TOTAL;NOT SPECIFIED;90;4082;
SURVEY;2014;YEAR;;STATE;WISCONSIN;WI;55;;;;;;;0;;STRAWBERRIES;STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE;TOTAL;NOT SPECIFIED;60;2722;
SURVEY;2015;YEAR;;STATE;CALIFORNIA;CA;6;;;;;;;0;;STRAWBERRIES;STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE;TOTAL;NOT SPECIFIED;685;31072;
SURVEY;2015;YEAR;;STATE;FLORIDA;FL;12;;;;;;;0;;STRAWBERRIES;STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE;TOTAL;NOT SPECIFIED;225;10206;
SURVEY;2015;YEAR;;STATE;MICHIGAN;MI;26;;;;;;;0;;STRAWBERRIES;STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE;TOTAL;NOT SPECIFIED;43;1950;
SURVEY;2015;YEAR;;STATE;NEW YORK;NY;36;;;;;;;0;;STRAWBERRIES;STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE;TOTAL;NOT SPECIFIED;36;1633;
SURVEY;2015;YEAR;;STATE;NORTH CAROLINA;NC;37;;;;;;;0;;STRAWBERRIES;STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE;TOTAL;NOT SPECIFIED;130;5897;
SURVEY;2015;YEAR;;STATE;OHIO;OH;39;;;;;;;0;;STRAWBERRIES;STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE;TOTAL;NOT SPECIFIED;43;1950;
SURVEY;2015;YEAR;;STATE;OREGON;OR;41;;;;;;;0;;STRAWBERRIES;STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE;TOTAL;NOT SPECIFIED;111;5035;
SURVEY;2015;YEAR;;STATE;PENNSYLVANIA;PA;42;;;;;;;0;;STRAWBERRIES;STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE;TOTAL;NOT SPECIFIED;57;2586;
SURVEY;2015;YEAR;;STATE;WASHINGTON;WA;53;;;;;;;0;;STRAWBERRIES;STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE;TOTAL;NOT SPECIFIED;77;3493;
SURVEY;2015;YEAR;;STATE;WISCONSIN;WI;55;;;;;;;0;;STRAWBERRIES;STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE;TOTAL;NOT SPECIFIED;55;2495;
SURVEY;2016;YEAR;;STATE;CALIFORNIA;CA;6;;;;;;;0;;STRAWBERRIES;STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE;TOTAL;NOT SPECIFIED;710;32206;
SURVEY;2016;YEAR;;STATE;FLORIDA;FL;12;;;;;;;0;;STRAWBERRIES;STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE;TOTAL;NOT SPECIFIED;205;9299;
SURVEY;2016;YEAR;;STATE;MICHIGAN;MI;26;;;;;;;0;;STRAWBERRIES;STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE;TOTAL;NOT SPECIFIED; (NA);NaN;
SURVEY;2016;YEAR;;STATE;NEW YORK;NY;36;;;;;;;0;;STRAWBERRIES;STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE;TOTAL;NOT SPECIFIED;40;1814;
SURVEY;2016;YEAR;;STATE;NORTH CAROLINA;NC;37;;;;;;;0;;STRAWBERRIES;STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE;TOTAL;NOT SPECIFIED;120;5443;
SURVEY;2016;YEAR;;STATE;OHIO;OH;39;;;;;;;0;;STRAWBERRIES;STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE;TOTAL;NOT SPECIFIED; (NA);NaN;
SURVEY;2016;YEAR;;STATE;OREGON;OR;41;;;;;;;0;;STRAWBERRIES;STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE;TOTAL;NOT SPECIFIED;97;4400;
SURVEY;2016;YEAR;;STATE;PENNSYLVANIA;PA;42;;;;;;;0;;STRAWBERRIES;STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE;TOTAL;NOT SPECIFIED; (NA);NaN;
SURVEY;2016;YEAR;;STATE;WASHINGTON;WA;53;;;;;;;0;;STRAWBERRIES;STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE;TOTAL;NOT SPECIFIED;94;4264;
SURVEY;2016;YEAR;;STATE;WISCONSIN;WI;55;;;;;;;0;;STRAWBERRIES;STRAWBERRIES - YIELD, MEASURED IN CWT / ACRE;TOTAL;NOT SPECIFIED; (NA);NaN;
