Program;Year;Period;Week Ending;Geo Level;State;State ISO;State ANSI;Ag District;Ag District Code;County;County ANSI;Zip Code;Region;watershed_code;Watershed;Commodity;Data Item;Domain;Domain Category;Value;Value in Kg per Acre;CV (%)
SURVEY;2010;YEAR;;STATE;NORTH CAROLINA;NC;37;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;7,100;3221;
SURVEY;2010;YEAR;;STATE;OREGON;OR;41;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;7,280;3302;
SURVEY;2010;YEAR;;STATE;WASHINGTON;WA;53;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;8,080;3665;
SURVEY;2011;YEAR;;STATE;ALABAMA;AL;1;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;1,250;567;
SURVEY;2011;YEAR;;STATE;ARKANSAS;AR;5;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;1,600;726;
SURVEY;2011;YEAR;;STATE;CALIFORNIA;CA;6;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;10,000;4536;
SURVEY;2011;YEAR;;STATE;FLORIDA;FL;12;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;5,630;2554;
SURVEY;2011;YEAR;;STATE;GEORGIA;GA;13;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;5,170;2345;
SURVEY;2011;YEAR;;STATE;INDIANA;IN;18;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;2,460;1116;
SURVEY;2011;YEAR;;STATE;MICHIGAN;MI;26;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;3,750;1701;
SURVEY;2011;YEAR;;STATE;MISSISSIPPI;MS;28;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;3,890;1764;
SURVEY;2011;YEAR;;STATE;NEW JERSEY;NJ;34;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;7,210;3270;
SURVEY;2011;YEAR;;STATE;NEW YORK;NY;36;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;2,000;907;
SURVEY;2011;YEAR;;STATE;NORTH CAROLINA;NC;37;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;6,240;2830;
SURVEY;2011;YEAR;;STATE;OREGON;OR;41;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;8,400;3810;
SURVEY;2011;YEAR;;STATE;WASHINGTON;WA;53;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;8,710;3951;
SURVEY;2012;YEAR;;STATE;ALABAMA;AL;1;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;1,560;708;
SURVEY;2012;YEAR;;STATE;ARKANSAS;AR;5;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;1,600;726;
SURVEY;2012;YEAR;;STATE;CALIFORNIA;CA;6;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;9,740;4418;
SURVEY;2012;YEAR;;STATE;FLORIDA;FL;12;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;3,800;1724;
SURVEY;2012;YEAR;;STATE;GEORGIA;GA;13;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;4,920;2232;
SURVEY;2012;YEAR;;STATE;INDIANA;IN;18;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;3,750;1701;
SURVEY;2012;YEAR;;STATE;MAINE;ME;23;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, WILD - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED; (NA);;
SURVEY;2012;YEAR;;STATE;MICHIGAN;MI;26;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;4,580;2077;
SURVEY;2012;YEAR;;STATE;MISSISSIPPI;MS;28;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;3,330;1510;
SURVEY;2012;YEAR;;STATE;NEW JERSEY;NJ;34;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;5,850;2654;
SURVEY;2012;YEAR;;STATE;NEW YORK;NY;36;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;1,700;771;
SURVEY;2012;YEAR;;STATE;NORTH CAROLINA;NC;37;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;7,020;3184;
SURVEY;2012;YEAR;;STATE;OREGON;OR;41;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;8,570;3887;
SURVEY;2012;YEAR;;STATE;WASHINGTON;WA;53;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;8,750;3969;
SURVEY;2013;YEAR;;STATE;ALABAMA;AL;1;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;1,150;522;
SURVEY;2013;YEAR;;STATE;ARKANSAS;AR;5;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;1,570;712;
SURVEY;2013;YEAR;;STATE;CALIFORNIA;CA;6;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;10,700;4853;
SURVEY;2013;YEAR;;STATE;FLORIDA;FL;12;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;4,530;2055;
SURVEY;2013;YEAR;;STATE;GEORGIA;GA;13;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;4,370;1982;
SURVEY;2013;YEAR;;STATE;INDIANA;IN;18;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;4,760;2159;
SURVEY;2013;YEAR;;STATE;MAINE;ME;23;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, WILD - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED; (NA);;
SURVEY;2013;YEAR;;STATE;MICHIGAN;MI;26;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;6,000;2722;
SURVEY;2013;YEAR;;STATE;MISSISSIPPI;MS;28;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;3,000;1361;
SURVEY;2013;YEAR;;STATE;NEW JERSEY;NJ;34;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;5,690;2581;
SURVEY;2013;YEAR;;STATE;NEW YORK;NY;36;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;1,600;726;
SURVEY;2013;YEAR;;STATE;NORTH CAROLINA;NC;37;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;7,020;3184;
SURVEY;2013;YEAR;;STATE;OREGON;OR;41;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;9,320;4227;
SURVEY;2013;YEAR;;STATE;WASHINGTON;WA;53;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;9,070;4114;
SURVEY;2014;YEAR;;STATE;ALABAMA;AL;1;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;1,210;549;
SURVEY;2014;YEAR;;STATE;ARKANSAS;AR;5;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;2,130;966;
SURVEY;2014;YEAR;;STATE;CALIFORNIA;CA;6;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;11,500;5216;
SURVEY;2014;YEAR;;STATE;FLORIDA;FL;12;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;4,420;2005;
SURVEY;2014;YEAR;;STATE;GEORGIA;GA;13;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;5,540;2513;
SURVEY;2014;YEAR;;STATE;INDIANA;IN;18;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;2,900;1315;
SURVEY;2014;YEAR;;STATE;MAINE;ME;23;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, WILD - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;4,580;2077;
SURVEY;2014;YEAR;;STATE;MICHIGAN;MI;26;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;4,900;2223;
SURVEY;2014;YEAR;;STATE;MISSISSIPPI;MS;28;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;3,840;1742;
SURVEY;2014;YEAR;;STATE;NEW JERSEY;NJ;34;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;5,730;2599;
SURVEY;2014;YEAR;;STATE;NEW YORK;NY;36;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;1,940;880;
SURVEY;2014;YEAR;;STATE;NORTH CAROLINA;NC;37;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;7,070;3207;
SURVEY;2014;YEAR;;STATE;OREGON;OR;41;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;9,510;4314;
SURVEY;2014;YEAR;;STATE;WASHINGTON;WA;53;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;10,300;4672;
SURVEY;2015;YEAR;;STATE;ALABAMA;AL;1;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;1,220;553;
SURVEY;2015;YEAR;;STATE;ARKANSAS;AR;5;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;1,860;844;
SURVEY;2015;YEAR;;STATE;CALIFORNIA;CA;6;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;10,300;4672;
SURVEY;2015;YEAR;;STATE;FLORIDA;FL;12;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;4,510;2046;
SURVEY;2015;YEAR;;STATE;GEORGIA;GA;13;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;4,880;2214;
SURVEY;2015;YEAR;;STATE;INDIANA;IN;18;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;2,540;1152;
SURVEY;2015;YEAR;;STATE;MAINE;ME;23;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, WILD - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;4,510;2046;
SURVEY;2015;YEAR;;STATE;MICHIGAN;MI;26;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;3,770;1710;
SURVEY;2015;YEAR;;STATE;MISSISSIPPI;MS;28;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;3,630;1647;
SURVEY;2015;YEAR;;STATE;NEW JERSEY;NJ;34;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;5,050;2291;
SURVEY;2015;YEAR;;STATE;NEW YORK;NY;36;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;1,720;780;
SURVEY;2015;YEAR;;STATE;NORTH CAROLINA;NC;37;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;6,190;2808;
SURVEY;2015;YEAR;;STATE;OREGON;OR;41;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;9,690;4395;
SURVEY;2015;YEAR;;STATE;WASHINGTON;WA;53;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;9,450;4286;
SURVEY;2016;YEAR;;STATE;CALIFORNIA;CA;6;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;9,330;4232;
SURVEY;2016;YEAR;;STATE;FLORIDA;FL;12;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;3,110;1411;
SURVEY;2016;YEAR;;STATE;GEORGIA;GA;13;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;4,140;1878;
SURVEY;2016;YEAR;;STATE;MICHIGAN;MI;26;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;5,420;2458;
SURVEY;2016;YEAR;;STATE;MISSISSIPPI;MS;28;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;4,110;1864;
SURVEY;2016;YEAR;;STATE;NEW JERSEY;NJ;34;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;4,730;2145;
SURVEY;2016;YEAR;;STATE;NEW YORK;NY;36;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;1,500;680;
SURVEY;2016;YEAR;;STATE;NORTH CAROLINA;NC;37;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;6,390;2898;
SURVEY;2016;YEAR;;STATE;OREGON;OR;41;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;9,760;4427;
SURVEY;2016;YEAR;;STATE;WASHINGTON;WA;53;;;;;;;0;;BLUEBERRIES;BLUEBERRIES, TAME, UTILIZED - YIELD, MEASURED IN LB / ACRE;TOTAL;NOT SPECIFIED;8,930;4051;
